# Constructed from biom file
SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae	0.00517736304477	0.0229884464092	0.0359510393394	0.0	0.0	0.0	0.00654406198504	0.0	6.64999961562e-05	0.000110827979815	1.80999988587e-05	0.0	0.0	0.0	1.13199971572e-05	0.000566395948061	0.0	2.4700003138e-22	0.000409115880947	0.00251318930507	0.010457115993	0.000287103019408	0.0	0.0	0.000237970070939	0.0	0.0	0.00629927950945	0.0	0.0310337318056	0.0248022339256	0.000327570034961	0.0423418895136	3.06000112458e-05	0.00566963948669	0.00114833808613	1.75999992112e-05	0.000146962069675	0.017808816907	0.00134381254556	0.000930893486364	0.023216992017	0.00127750169723	0.00219686343253	0.00658998374602	0.000822083335753	0.00162091799092	0.0	0.000342527991093	0.0556810545032	0.0090140211262	0.00129712665093	1.45199971532e-05	0.00816684238051	0.00998619099877	0.0	0.0	0.0361859692198	0.0223506433791	0.0299505435071
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	1.74999946116e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85999995163e-176	3.95999854228e-112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95000110593e-44	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	6.78999874724e-06	2.0000000356e-30	0.000338285918507	0.000245770938296	0.0	7.30700017201e-63	5.9199981772e-06	0.0	0.000232644986553	0.000845560845995	0.0	0.000277968041471	0.0	0.0	0.0	4.55999958185e-06	0.0	0.0	0.0	0.00174503021183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28000016303e-05	2.68999999193e-199	0.0	0.000513452848585	0.0	4.6999987455e-06	1.97000014775e-05	0.0	0.0	0.000200436043973	7.55000306512e-06	0.0	1.14999990178e-05	0.0	0.0	0.0	0.0	1.63699999083e-05	0.0	2.01999994747e-05	0.000119227956111	8.37000011718e-91	1.25999966092e-05	0.0	5.87999883399e-06	2.70999945692e-05	3.68999945369e-106	0.0	4.56999939629e-05	1.30500048923e-05	6.21000072716e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.000758922859978	0.000354229006305	0.0100470454797	0.00435632090629	3.04000002393e-12	0.00182587504298	2.23795931092e-05	3.12000004343e-05	0.00133143992304	0.164829310979	5.83999963177e-05	0.00724197908044	0.00014650002095	0.00697290926497	1.89999952285e-05	1.65999984778e-05	6.27999862153e-05	4.81000011062e-36	0.00518215749199	0.00021739802639	5.95999942605e-05	2.20000014872e-28	4.00000063197e-14	0.0	8.80000262328e-16	0.0	0.000123853989247	0.00621003800931	0.00160161693969	0.0115269563392	0.012341954963	0.00965073703002	0.0175626338209	1.08000039691e-29	0.0293869541562	5.760000432e-05	3.60999983821e-05	0.000223965106182	0.00904264098384	2.19000088909e-05	2.4300012696e-57	0.00607980348072	2.77499934232e-05	5.52799857207e-05	0.00389946084971	9.37000382687e-06	0.00445224397507	0.000494607999996	9.56999975114e-05	0.000115869957347	0.00064787400907	0.000849793771314	2.2299995628e-05	0.0127525604712	0.000920230815586	0.00224370366781	0.0	0.000999898867911	0.00014452205418	0.000250262029305
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.00487073110135	0.00997839317762	0.019945897195	0.0	0.00255772102014	0.0	0.00257717020647	0.0	0.00485759971922	0.000369380932723	2.58999983669e-47	0.0	0.0	1.16000004408e-05	0.0	0.0010207299064	1.04999976952e-05	0.000116880002688	0.128735266538	0.0161540859609	0.00199468080791	0.000459452031059	0.0	0.0	0.0279707353381	0.0	0.0	0.000225960000339	0.0	0.0457556261878	0.037008826889	0.0010325401102	0.00244123328009	5.71000209848e-05	0.021519915256	0.0104956607872	0.00224379189944	0.000555613263416	0.0488687337212	0.00126858351501	0.00266010938983	0.0460194170695	0.00239760843177	0.00523416264797	0.0117422845474	0.00114276546672	0.00630716796468	0.0	0.00334871191292	0.0202374455504	0.000237649003327	0.00478561171215	1.70999966473e-05	0.00201803059982	0.00342073031449	0.0	0.0	0.096349831272	0.025322103493	0.0207227894265
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Salinivirgaceae	5.52999897971e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83999923573e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.0152814281806	0.0458495708161	0.0147353524503	0.00016314695904	0.0	0.0	0.0289403200891	0.000150519002098	0.0141613001815	0.0875494570543	4.13999973896e-05	7.34000109507e-05	0.00051804207408	0.00129361204916	1.22999969111e-51	0.00129686888108	4.29899905637e-05	8.08000018581e-05	0.00179567647746	0.00688921683628	0.0637572088602	0.000674343045585	1.73000027333e-16	0.0	0.0135979180535	0.00204730499177	0.0	0.0176058230264	0.0	0.0332513508632	0.0178845149463	0.0113611392126	0.0379505708086	6.61200242998e-05	0.0170826564404	0.0542991070724	0.00306746686253	0.000118200056039	0.00464377901879	0.000752452305477	0.000602895314995	0.0150646317133	0.00241359842798	0.000109099971819	0.00369304685767	0.0168164098681	0.0037862649788	0.0	0.0094829497534	0.156743603301	0.0060360260845	0.0207107164266	3.65999928249e-05	0.0239027862601	0.0299305140019	8.59999872675e-05	0.0	0.122240515852	0.079911311958	0.0321200007611
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae	1.44999973247e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7499982242e-284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16999996957e-84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae	0.0	0.0	5.29999872323e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82999997951e-06	0.0	3.95999883222e-06	0.0	2.15999942347e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62999939998e-28	0.0	2.66999928148e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.58000079874e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3500000189e-239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	3.24999940037e-37	1.27000002261e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36000051775e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73999935949e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	9.06999832658e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae	3.08999942989e-06	0.0	1.3299996796e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Marivirgaceae	4.51999916606e-47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Persicobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55999995943e-247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8999997098e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.000317458941429	4.97000008847e-05	1.19999971092e-211	0.0	0.0	0.0	1.79999944577e-06	0.000348668004853	0.0	0.0	0.0	4.99000074447e-81	0.0	1.2500000475e-130	0.0	0.0	0.0	0.0	0.0	1.26000015295e-209	2.17999979007e-221	0.0	0.0	0.0	9.54000284387e-129	0.0	0.0	0.0	0.0	5.27000013681e-06	0.0	0.0	1.12999966677e-06	0.0	2.49999933271e-06	6.25000046875e-05	5.17999976785e-33	0.0	5.14000112765e-06	9.86000400292e-07	0.0	0.0	0.0	2.66999931032e-06	0.0	0.0	1.3399999925e-274	0.0	6.28999983643e-52	0.0	0.00122311201712	6.1699983396e-06	2.24999955886e-05	9.32499815085e-05	0.00019890396014	0.0	0.0	0.0	2.15000080602e-06	2.0300002377e-178
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae	0.0114165918936	0.0012470270222	0.00388016306527	0.0	0.0	0.0	8.09999750596e-06	0.0	0.000265857984634	0.00567191196696	0.0	0.0	0.0	1.7500000665e-59	2.12999946509e-05	0.000687260936978	3.96999912858e-05	0.000932189021437	0.0053690574376	0.000331843040282	0.00598095242403	4.74000032042e-05	0.0	0.0	6.65000198237e-06	0.0	0.000334717970941	0.0115990950174	0.0	0.000547065014202	0.0116473039651	0.0117827802576	0.0547598188516	8.01000294376e-06	0.000906252758108	0.0108164888112	7.61199965886e-05	1.36000064478e-05	0.00177827839013	2.62000106366e-05	0.000137800071996	0.000874267925329	0.0	0.0	0.000251522990306	0.000325661133006	0.000137087999232	0.0	0.00143458696269	0.00117489656751	0.019928143279	0.00961447741267	1.37999972943e-05	9.74999806657e-05	0.00780054943677	0.0	0.0	0.0123131103734	0.00570348013818	0.0139164836296
k__Bacteria;p__Bacteroidetes;c__NA;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae	1.98999963284e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	2.46999954428e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59000019425e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2799998887e-231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Candidatus Cloacimonetes;c__NA;o__NA;f__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76999956259e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales;f__Candidatus Nanosynbacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	9.12999718882e-06	0.0	0.0	0.0	0.0	0.000116402017366	0.0	0.0	7.04999822951e-05	0.0	4.49999901225e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000122991985695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19000016425e-05	3.2399998548e-05	4.99000236576e-06	0.0	1.26000051153e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.25999997054e-05	0.0	0.0	0.0	0.0	0.0	0.000361642929095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	2.37999956089e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.39222146431e-311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22999987551e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__NA;o__NA;f__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79000026705e-290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Coprothermobacterota;c__Coprothermobacteria;o__Coprothermobacterales;f__Coprothermobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1400002501e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Gloeobacteria;o__Gloeobacterales;f__Gloeobacteraceae	1.60999970295e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64999931548e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__NA;o__Synechococcales;f__Prochloraceae	0.0	0.0	0.0	0.0	0.0	0.0	3.61999888538e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42000220039e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__NA;o__Synechococcales;f__Synechococcaceae	4.67999913654e-42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2399996797e-26	0.0	7.62000311214e-06	0.0	0.0	0.0	0.0	0.0	5.30999857104e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52000142904e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae	9.58999823064e-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.42999996399e-06	0.0	0.0	1.14999957667e-06	0.0	3.86999895855e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae	3.68999931919e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000824885968936	0.0	0.0	1.21100012925e-05	0.0	8.22000302093e-06	2.9799992046e-06	0.0	9.2399995859e-05	9.90500469597e-06	1.91600042035e-05	2.1420008696e-05	2.66000138977e-05	6.099999479e-05	1.05699974949e-05	0.00389478099395	9.16999964658e-06	0.000114900046927	6.59999996304e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06999755919e-40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19014270746e-127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9599989771e-06	0.0	0.0	0.0	0.0	0.0	1.51999944047e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	1.63999969742e-06	0.0	4.40999893763e-05	4.45999888026e-05	0.0	0.0	2.70999916558e-06	0.0	0.0	0.0	1.86999988209e-05	0.0	0.0	0.0	1.13999971371e-78	2.78247880544e-316	1.23999972782e-05	0.0	0.0	0.0	3.50999966199e-05	1.32000008923e-05	0.0	2.12999975226e-05	0.0	0.0	0.0	0.0	0.000141979994653	9.15000023753e-06	2.70999999187e-06	9.03000096377e-07	9.5799971749e-05	0.0	0.0	0.0	0.0	3.46900164465e-06	0.0	5.08900206601e-05	2.58500135059e-05	1.81899984464e-05	5.80999862303e-06	0.000195738949439	6.74999973985e-06	1.93100078865e-05	0.0	0.0	5.1799998653e-159	4.60999830301e-06	0.0	1.94599947632e-05	0.0	2.97999940907e-06	3.96639920513e-05	2.33999965356e-05	0.0	9.65999872389e-06	0.0	6.26000073302e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103999993442	5.18000077281e-23	0.0	1.44000005472e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89000117327e-06	0.0	0.0	3.76999910651e-74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13999838584e-33	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__NA	0.0	0.0	0.0	0.0	0.0	0.0	8.57999735817e-06	0.00022844500318	0.000154827991051	0.0	0.0	2.14000031927e-153	0.0	0.0	5.65999857859e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000774330909938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76999934351e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	1.78899966993e-06	0.0	9.46999771868e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60999952522e-06	1.71000062844e-33	0.0	0.0	2.16999990275e-23	0.0	0.0	0.0	0.0	0.0	6.73999840262e-07	1.95999949372e-21	1.11999995683e-06	0.0	1.58958400286e-314	0.0	0.0	6.95999743795e-07	0.0	3.16999914693e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
