# Constructed from biom file
SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	3.12389942364e-05	1.57000002795e-05	4.50469891482e-05	0.000114799971178	0.0	7.6000001789e-35	1.56599951782e-05	0.000389944005428	0.000154827991051	6.83999875421e-05	0.000224099985872	5.18000077281e-23	0.0	3.1500001197e-05	0.000242559939085	6.27999942412e-06	0.00125902272364	0.0	0.0	8.31000100874e-152	4.07399960767e-05	1.32000008923e-05	4.37000069043e-05	0.000845130901703	9.77000291244e-06	0.0	2.93999974476e-216	0.0	0.000141979994653	9.15000023753e-06	7.1999999784e-06	9.03000096377e-07	0.000110009967559	1.71000062844e-33	4.62999876419e-06	6.07000045525e-06	8.10999963654e-06	7.23900343201e-06	1.35000029617e-05	6.493002636e-05	0.000127850066798	4.43899962086e-05	3.53039916329e-05	0.00021992894319	1.18099995448e-05	4.33100176885e-05	1.58958400286e-314	0.000602252999996	1.16999996957e-45	8.85599674002e-06	0.0	2.7449992613e-05	0.0	2.02299960065e-05	8.90939821456e-05	0.000150299977748	0.0	2.50599966895e-05	8.06000302162e-34	3.38600039649e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.00628417684072	0.0108359843929	0.00107448774116	0.129590536325	0.0109743243344	0.22303051871	0.0172980646743	0.00562359015814	0.00188171489246	0.00119297878272	0.127543711011	0.078719269745	0.00187287626782	0.00375599414273	0.606681932775	0.0363616246656	0.07161938628	0.00246884005686	0.0499144767749	7.97446197181e-05	0.00364104864937	0.0434253833357	0.0128887240383	0.0162971909141	0.0270617669671	0.0416968948325	0.0060599040739	0.0180876740271	0.10298941118	0.00524525013617	0.00738482397787	0.0835415674168	0.025124084876	0.0232489201443	0.00331384182919	0.0230071047255	0.0428132378813	0.00827153296474	0.0138056356288	0.0572686981539	0.0648158456943	0.0351046311117	0.675825482829	0.00702991897498	0.0427943031507	0.0976384630792	0.0624258886504	0.859160076001	0.0208695424577	0.00565306391905	0.00045931000643	0.0710526798792	0.00674125174143	0.0154921469279	0.0132077943532	0.144663639882	0.660695933339	0.0154175486633	0.030163077517	0.0290987914075
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales	0.256556297665	0.233093534149	0.0459174499387	0.20118632649	0.00970993007644	0.00688022616196	0.0847170829151	0.0	0.0201794228336	0.0633056584699	0.0245934084493	0.311238493434	0.00692092998969	0.047737306814	0.131329741019	0.213838381391	0.020701433956	0.00345435307944	0.223559046944	0.00868540305431	0.0324215448778	0.154850612468	0.000108300017111	0.0651727824198	0.0769950139522	0.00452217598183	0.198049009806	0.0631614120947	0.757973357456	0.0749503249457	0.0933756767199	0.429371360827	0.139847999759	0.668714409759	0.177214246699	0.262365526677	0.131586865103	0.052539577409	0.281878403853	0.207665785307	0.797323942578	0.203852401589	0.159562345184	0.126820569241	0.0881811086393	0.44363946119	0.407915988716	0.0	0.249734544506	0.0402851591706	0.0187745622628	0.301667089819	0.000404549920682	0.0574744966029	0.0390635921717	0.185980756465	0.0	0.155061550516	0.225296863462	0.0888779134072
k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14999946006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91000044325e-06	0.0	0.0	0.0	0.0	0.0	1.90999983687e-89	0.0	4.65999879628e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32000161953e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3499999395e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales	1.04599980759e-05	0.0	2.11999948929e-06	0.0	0.0	0.0	3.39999895312e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02999999691e-150	0.0	0.0	6.43100236346e-122	0.0	0.0	0.0	0.0	6.41000140627e-06	4.16000168886e-06	5.26000274819e-22	8.48999927487e-06	0.0	5.27999863613e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40999951704e-06	3.39999949662e-05	0.0	1.02999986393e-76	3.71000139085e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermosediminibacterales	1.23999977122e-67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90000158331e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.98999838804e-06	0.0	2.32999953796e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	0.0017913026695	0.000382157006802	0.000268381935347	0.0471171941706	0.00238668101879	0.0	0.000275261915245	0.0	0.000829530952052	7.66999860304e-05	0.000660062958381	0.0421509072886	0.0	0.00216522708228	0.179958230807	0.00326672370044	0.00146722267794	0.0	0.00245021028699	0.000275236033411	0.000460718955633	0.00278502518827	6.80000107435e-05	0.0056607453416	0.000438413130691	0.0	0.00265325976965	0.000636132000954	0.0117763055565	0.000321845008355	0.000415969998752	0.00150790316094	0.000311249908214	0.00266345597885	0.000869110768022	0.000620479046536	0.00365625983614	0.00683105623861	0.00787538472776	0.00230680893651	0.0444128662044	0.0297048854629	0.00288765831562	0.0209193255964	0.00175107093251	0.00566008131167	0.00097850799452	0.0	0.00168256495625	0.000873204678564	0.0	0.000721470805846	0.0	0.000307437939035	0.000456447908528	0.033745094004	0.0	0.000951796874265	0.000515127193116	0.000657715077016
k__Bacteria;p__Firmicutes;c__NA;o__NA	0.0	0.0	0.0	0.0	0.0	0.0	1.9099994119e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94999952331e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26000003271e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.31999980639e-06	0.0	0.0	4.86000197304e-06	0.0	0.0	0.0	0.0	4.28999983466e-27	0.0	0.0	0.0	1.11999997088e-144	3.12999884782e-06	0.0	0.0	0.0	0.0	0.0	4.37999935153e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales	4.93999908857e-05	0.0	6.05999854014e-05	0.000146501963219	0.0	0.0	6.92999786621e-05	0.0	0.0	0.000137840974895	2.78999982408e-94	0.0	0.0	0.0	1.99999949773e-05	0.0	0.0	0.0	0.0	1.0800001311e-19	0.0	0.0	0.0	0.0	0.000256484076458	0.0	0.0	0.001999479003	0.0	1.73000004491e-05	7.60799997717e-05	2.73000029137e-05	0.0	4.27000156927e-47	0.0	0.0	0.0	1.51000071589e-06	0.0	8.21000333306e-48	1.96000102404e-05	0.0	6.03999856852e-06	2.03999947305e-05	2.79999989209e-05	4.15000169493e-05	0.000144759999189	0.0	0.164456337723	0.000300101889529	0.0	0.000136379963299	2.64999948043e-110	0.262489569948	0.282393950408	0.0	0.0	5.3299992959e-05	0.0349788281132	6.7500007904e-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	1.77999967159e-31	0.0	0.0	0.0	0.0	0.0	5.41999833115e-06	0.0	0.0	0.0	6.94999956178e-05	0.0	0.0	0.0	0.00014438596374	0.000279132974403	0.000219673951781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.45999809498e-110	0.0	0.0	0.0	0.0	2.6100012374e-77	3.3104081852e-312	0.0	0.0	0.0	0.000180515957218	5.03999869813e-06	0.0	2.03000082909e-05	0.0	0.0	1.07999997192e-137	2.27999916071e-06	0.0	0.0	7.81999846678e-05	5.76999885581e-06	0.0	0.000178655973678	0.0	1.08999985601e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales	0.000129235976156	0.00144508402572	2.32599943967e-05	0.0175086446042	0.0190778069902	0.44648242251	0.122769296199	0.0096700811346	0.038874399753	0.00327402140369	0.118496195529	0.0216910162361	0.00769258710004	0.0	0.0245773928278	0.0039026196422	0.15507977196	0.0471266310842	0.0126215313271	2.15100026111e-05	0.00300653771047	0.00292445619769	0.0906328233194	0.0598842130349	0.0152650845505	0.00243727899021	7.64999933586e-05	0.00195015800293	0.0331796477505	0.000272258007068	0.0002332219993	0.00300309932052	0.00132856460821	0.00165550260841	2.43099935113e-05	0.00010680000801	8.9789995976e-05	9.61000455611e-06	0.000160000035102	5.93500240947e-05	0.0013514737061	0.000683197941648	5.33399873586e-05	0.000118399969418	0.000423943983661	0.000754481308143	0.000565885996831	0.000734966999995	0.00070527898166	0.000863024682312	0.0	0.000108267970864	0.00863059130789	0.000513905898092	0.000132499973447	0.0234438075291	0.0	0.00365104551769	0.000248412093128	0.000853082099892
k__Bacteria;p__Firmicutes;c__Tissierellia;o__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.000119265963277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2500002197e-05	0.0	0.0	0.0	0.0	2.78999975778e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35999830243e-06	0.0	0.0	0.0	9.33000204688e-06	0.0	0.0	0.0	0.0	3.54999908301e-05	0.0	0.0	0.0	0.0	0.000145289996222	0.0	0.0	0.0	0.0	0.0	3.31999933467e-06	0.0	0.0	0.0	5.73000214813e-06	7.79000091217e-06
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales	4.38999919004e-05	0.00138317302462	4.58399889571e-05	6.99999824256e-34	0.0	0.0	0.000903761721726	0.0	0.0	0.0	3.78999976103e-05	1.10000016411e-13	0.0	5.94000022572e-05	7.71999806125e-05	0.000556716948949	3.36999926028e-29	0.0	0.000153416955356	1.94100023562e-05	3.9199996225e-05	7.55000051038e-05	0.0	0.000225810973736	7.41000220892e-05	0.0	0.000121999989408	0.000662406000994	0.0012959329512	4.72000012253e-05	8.30999997507e-05	0.00342378236542	3.43999898556e-05	0.000370782136266	0.00020212494605	0.00010959700822	0.00018229899183	9.54400452482e-05	0.000170357037374	0.000537535218226	0.000571655298673	0.000692255940874	0.000102399975731	0.00111199571276	0.000184692992882	0.000204855083666	0.00219778798769	0.0	0.000578043984968	0.000110324959388	0.0	0.000142649961612	0.0	9.18699817822e-05	3.59999927856e-05	0.000213479968394	0.0	0.000176598976671	0.000147400055325	5.19000060773e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0.0	2.9100000518e-05	0.0	8.72999780823e-05	0.00143309001128	0.00225127005299	0.00512963242056	0.00871158912128	0.00538624468867	0.000449196918186	0.0157310730081	0.175645157005	0.000878612125642	0.0	0.00110884372153	0.000281835974155	0.0104154127138	0.0	0.000291560915156	4.42000053654e-06	6.63999936057e-06	0.0	0.000202305031963	0.0	9.65100287696e-05	0.0	0.0	0.0	0.0	0.0002349720061	0.0	0.0	0.0	1.75970064671e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.26000065831e-05	0.0	0.0	5.71999852248e-06	0.0	0.0	0.0	0.0	2.90999992433e-06	8.43999689315e-06	0.0	2.61199929709e-05	0.000255605949885	5.49999890935e-06	2.63999947094e-06	0.00949434859435	0.0	1.30999982695e-05	5.04000188945e-06	5.58300065374e-06
k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	0.0	0.0	2.00999951579e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53999943311e-06	0.0	4.13999888589e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97000087097e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Sedimentisphaerales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17999906223e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Isosphaerales	0.0	0.0	3.61999912794e-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79999966475e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2999996642e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76999964529e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03999888094e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales	2.76699948949e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.72000070419e-289	0.0	0.0	0.0	1.48999986337e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.83000203602e-118	3.71999998505e-24	0.0	0.0	0.0	0.0	1.97999999406e-91	3.80000040557e-06	0.0	0.0	0.0	0.0	5.23999976516e-06	7.76000367902e-07	0.0	0.0	2.87000149949e-06	0.0	1.46499965279e-06	6.02399844395e-05	4.0399998443e-06	0.0	2.23999998746e-06	0.0	0.0	9.74999641093e-97	0.0	2.00399946071e-05	0.0	0.0	7.01999859319e-196	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvularculales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96000130755e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05999972619e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	8.58999841514e-51	0.0	0.0	0.0	0.0	0.0	2.11999934724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1999987676e-07	0.0	0.0	0.0	0.0	0.0	0.0	3.13999884413e-281	0.0	0.0	0.0	2.81999944079e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	1.09999979705e-06	0.0	0.0	0.0	0.0	0.0	2.36999927026e-06	0.0	0.0	0.0	3.91999975283e-131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12999999061e-06	0.0	0.0	4.41000162072e-06	0.0	0.0	0.0	0.0	0.0	3.61000146557e-06	0.0	0.0	1.80999957103e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94999922555e-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	4.1999992251e-32	0.0	1.62999960733e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.97999799596e-06	0.0	8.66999809693e-06	0.0	4.7999986032e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12000043973e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.30000224662e-06	0.0	0.0	2.1969994325e-05	2.94999988631e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84999904909e-126	0.0	0.0	0.0	0.0	0.0	1.44000053984e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	1.89799964982e-05	0.000431736007685	2.70999934716e-05	0.000194195951245	0.00205696001619	0.000145400003423	5.27999837426e-05	0.000276353003847	0.000234168986465	0.00025179595414	1.80999988587e-142	0.000692007103242	0.00795775513796	0.000183441006971	0.0032050571951	2.00999981568e-06	5.28799883928e-05	0.00264652206086	0.00108990968284	6.86300083411e-06	2.71399973864e-05	0.0	0.000413671065357	0.000414309951812	0.000106120031634	0.0131620419471	0.000423199963259	0.00447418500671	7.01999973564e-05	6.37000016537e-05	2.23999999328e-06	6.49100069278e-05	8.41499751846e-05	6.48400238293e-05	2.95699921073e-05	0.000227090017032	1.23759994454e-05	6.7800032144e-06	5.80400127332e-05	0.000151510061509	0.000196748102795	5.97099949003e-05	1.13309973146e-05	0.000606802843322	6.02099976795e-05	0.000176370072033	0.00013743399923	0.0	0.000110859998627	3.88349857044e-05	0.0	3.29599911302e-05	8.44799834373e-05	0.000104929979192	1.51999969539e-06	0.000530441921467	0.0	3.42699954729e-05	1.59100059645e-05	0.000255371029903
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.15999981391e-05	2.4805100869e-05	0.0	0.0	0.0	0.0	0.0	9.93067352974e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	0.0	6.64000011819e-05	0.0	0.0	0.0	8.27000019468e-05	0.00486076550334	0.0067893340945	0.0	0.00304869944473	0.000635981959899	0.0	0.000233767033429	0.0	0.000148099962807	0.0208201450908	0.107145061482	0.0	0.0	0.0	0.000290624972013	0.0	0.000100353015855	0.0	4.19000124904e-05	0.0	0.000221918980734	0.0	0.000316334988087	2.14000005555e-05	0.0	4.48000047815e-85	0.0	3.82000140389e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44999885053e-06	0.0	0.0	0.0	0.0	6.66999982655e-05	9.28999658026e-06	0.0	2.74399926157e-05	1.63999967846e-195	0.0	0.0	0.00029273195666	0.0	0.0	4.55000170575e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	4.49999916975e-06	0.0	2.06999950134e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8099995706e-33	2.56000038193e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74000118235e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24999890219e-06	0.0	0.0	0.0	0.0	3.72199990321e-24	0.0	0.0	0.0	1.9299996216e-119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.0	0.0	2.26999945316e-147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31000064302e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03999961095e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28999915017e-29	0.0	0.0	0.0	0.0	1.15999996983e-36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales	5.25999902953e-275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35999965846e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51999930198e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13999930476e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	2.19012959592e-05	0.0	6.94999832574e-06	0.0	0.0	0.0	1.56499951813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000281660618037	0.0	0.0	0.0	0.0	0.000128314485076	0.0	0.0	3.60688968686e-05	0.0	0.0	0.00109437702841	2.54600001296e-05	1.02067710894e-05	1.37016059595e-05	2.24058982344e-05	6.00901839611e-05	5.5000004125e-06	0.0	1.97000656398e-05	0.000121438026642	0.0	0.000181079794609	0.000424213263768	0.0	1.43534962924e-05	7.07438972735e-05	0.0	4.31495997584e-05	0.0	1.10999997114e-05	0.000522355807715	0.0	0.0	0.0	0.000110269278134	7.47299850261e-05	0.0	0.0	0.000459847339253	7.29000273295e-05	2.41039028225e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72999931441e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	1.77999967159e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06000089071e-06	0.0	6.07000317139e-06	0.0	1.22999970849e-06	3.08999920183e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67999900968e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
